10000000, 194929054.000000
20000000, 402376760.000000
30000000, 588792300.000000
40000000, 777712718.000000
50000000, 974272356.000000
60000000, 1169868674.000000
70000000, 1382644151.000000
80000000, 1557231372.000000
90000000, 1780174789.000000
100000000, 2349987018.000000
110000000, 2364179093.000000
120000000, 3749960474.000000
130000000, 2557027009.000000
140000000, 2746465336.000000
150000000, 2959212060.000000
160000000, 3140603639.000000
170000000, 4739522735.000000
180000000, 4946378116.000000
190000000, 3705283004.000000
200000000, 4012565704.000000
210000000, 4097583851.000000
220000000, 5757264796.000000
230000000, 4538952930.000000
240000000, 6133905090.000000
250000000, 4954379882.000000
260000000, 5088165963.000000
270000000, 6760624999.000000
280000000, 5505664477.000000
290000000, 5719167960.000000
300000000, 5886217231.000000
310000000, 6141711530.000000
320000000, 6266697001.000000
330000000, 6477701214.000000
340000000, 6671048014.000000
350000000, 6869765348.000000
360000000, 7023661390.000000
370000000, 7708237312.000000
380000000, 7423971683.000000
390000000, 9218529582.000000
400000000, 7810378076.000000
410000000, 9648866111.000000
420000000, 9810007429.000000
430000000, 11655950261.000000
440000000, 8594957599.000000
450000000, 8811437219.000000
460000000, 11663115271.000000
470000000, 9814599563.000000
480000000, 9421132286.000000
490000000, 11310793322.000000
500000000, 11476578536.000000
510000000, 10968374050.000000
520000000, 12623362807.000000
530000000, 11915013491.000000
540000000, 12185558868.000000
550000000, 10811093779.000000
560000000, 10965347778.000000
570000000, 12944886006.000000
580000000, 11381384874.000000
590000000, 11610876711.000000
600000000, 11821133843.000000
610000000, 15563972176.000000
620000000, 15868429702.000000
630000000, 14237083897.000000
640000000, 12557773338.000000
650000000, 12755183555.000000
660000000, 14861531270.000000
670000000, 15064454219.000000
680000000, 14769124008.000000
690000000, 15508366844.000000
700000000, 14977066985.000000
710000000, 16243783152.000000
720000000, 14118872733.000000
730000000, 16352692924.000000
740000000, 14469439409.000000
750000000, 14709740090.000000
760000000, 15859456771.000000
770000000, 19256303381.000000
780000000, 17158684549.000000
790000000, 19851189543.000000
800000000, 18695897592.000000
810000000, 15873558359.000000
820000000, 18173892160.000000
830000000, 18471989733.000000
840000000, 18661520112.000000
850000000, 18858759772.000000
860000000, 20609440249.000000
870000000, 20018003736.000000
880000000, 18525752147.000000
890000000, 22015536610.000000
900000000, 19925719986.000000
910000000, 21249671787.000000
920000000, 23312306244.000000
930000000, 20203024058.000000
940000000, 22102924264.000000
950000000, 20121733481.000000
960000000, 19642433590.000000
970000000, 24168802547.000000
980000000, 21665067020.000000
990000000, 19430073083.000000
1000000000, 22536160747.000000
40000000, 782046960.000000
41000000, 797226932.000000
42000000, 817387302.000000
43000000, 835679235.000000
44000000, 854838240.000000
45000000, 874578968.000000
46000000, 893856014.000000
47000000, 913636501.000000
48000000, 932755273.000000
49000000, 952276402.000000
50000000, 971595898.000000
51000000, 991160119.000000
52000000, 1010261920.000000
53000000, 1030315308.000000
54000000, 1049346081.000000
55000000, 1068859317.000000
56000000, 1087981306.000000
57000000, 1107813123.000000
58000000, 1127774820.000000
59000000, 1146593855.000000
60000000, 1165852080.000000
61000000, 1185320330.000000
62000000, 1205596682.000000
63000000, 1223946471.000000
64000000, 1243842398.000000
65000000, 1263343641.000000
66000000, 1282184287.000000
67000000, 1314156947.000000
68000000, 1325376693.000000
69000000, 1343929479.000000
70000000, 1374830657.000000
71000000, 1386661072.000000
72000000, 1406578991.000000
73000000, 1570394687.000000
74000000, 2871215414.000000
75000000, 1496398915.000000
76000000, 1480633016.000000
77000000, 1511758335.000000
78000000, 1526944207.000000
79000000, 2252478324.000000
80000000, 3100507478.000000
81000000, 1991724088.000000
82000000, 1597815901.000000
83000000, 1632398524.000000
84000000, 1646920991.000000
85000000, 1662202551.000000
86000000, 2103001333.000000
87000000, 3377224852.000000
88000000, 1713544914.000000
89000000, 1736272161.000000
90000000, 1760084148.000000
91000000, 1777465742.000000
92000000, 1792494692.000000
93000000, 1820259561.000000
94000000, 1839285594.000000
95000000, 1854807648.000000
96000000, 1881490094.000000
97000000, 1904321092.000000
98000000, 1921155439.000000
99000000, 1941877378.000000
100000000, 2447972430.000000
101000000, 3932460544.000000
102000000, 2563655513.000000
103000000, 2008626866.000000
104000000, 2028552587.000000
105000000, 2049407029.000000
106000000, 2070001911.000000
107000000, 2088452642.000000
108000000, 2108342341.000000
109000000, 3567383571.000000
110000000, 3739205327.000000
111000000, 4308937112.000000
112000000, 4345441444.000000
113000000, 2725454634.000000
114000000, 2224220808.000000
115000000, 2245690264.000000
116000000, 2264812748.000000
117000000, 2293660647.000000
118000000, 2303454917.000000
119000000, 2324128188.000000
120000000, 2349957827.000000
121000000, 2362890755.000000
122000000, 2380539623.000000
123000000, 2414102901.000000
124000000, 2421218004.000000
125000000, 2446263275.000000
126000000, 2466151290.000000
127000000, 2469579401.000000
128000000, 2495838925.000000
129000000, 2521204423.000000
130000000, 2535070369.000000
131000000, 2557851004.000000
132000000, 2571933989.000000
133000000, 2599073356.000000
134000000, 2612286629.000000
135000000, 2631261577.000000
136000000, 2658169742.000000
137000000, 2683303694.000000
138000000, 2692974724.000000
139000000, 2716979325.000000
40000000, 1546798404.000000
41000000, 1514496324.000000
42000000, 822900829.000000
43000000, 838607894.000000
44000000, 860941480.000000
45000000, 881702797.000000
46000000, 900614587.000000
47000000, 920551766.000000
48000000, 941844418.000000
49000000, 1407884722.000000
50000000, 1939857104.000000
51000000, 1969209980.000000
52000000, 2011721042.000000
53000000, 2049256454.000000
54000000, 2090492795.000000
