10000000, 70287015.000000
20000000, 140697612.000000
30000000, 222146182.000000
40000000, 280714656.000000
50000000, 351240329.000000
60000000, 433079335.000000
70000000, 495143028.000000
80000000, 761288072.000000
90000000, 1253125702.000000
100000000, 1397921932.000000
110000000, 1528994818.000000
120000000, 1360948026.000000
130000000, 911929161.000000
140000000, 984744987.000000
150000000, 1075908678.000000
160000000, 1135709859.000000
170000000, 1204923034.000000
180000000, 1275550739.000000
190000000, 1364663233.000000
200000000, 2798439679.000000
210000000, 2942338722.000000
220000000, 1853631334.000000
230000000, 3224134413.000000
240000000, 2725450583.000000
250000000, 2935310837.000000
260000000, 3525761587.000000
270000000, 1904282588.000000
280000000, 1978878319.000000
290000000, 2065916694.000000
300000000, 2119707824.000000
310000000, 3112572055.000000
320000000, 3635177086.000000
330000000, 2331027935.000000
340000000, 2411473929.000000
350000000, 2478944109.000000
360000000, 2553790293.000000
370000000, 2625299775.000000
380000000, 2686584605.000000
390000000, 5073205332.000000
400000000, 3893704356.000000
410000000, 3739506727.000000
420000000, 2964577056.000000
430000000, 3048254465.000000
440000000, 3106456662.000000
450000000, 3204635505.000000
460000000, 3259144246.000000
470000000, 3332236930.000000
480000000, 3404864575.000000
490000000, 3474607873.000000
500000000, 3546573941.000000
510000000, 3592809151.000000
520000000, 3687998044.000000
530000000, 3749629637.000000
540000000, 3831008882.000000
550000000, 3854437860.000000
560000000, 3955120843.000000
570000000, 4026815061.000000
580000000, 4107655081.000000
590000000, 5066638784.000000
600000000, 5266866772.000000
610000000, 4309535964.000000
620000000, 4387030672.000000
630000000, 4459006238.000000
640000000, 4531497931.000000
650000000, 4621213253.000000
660000000, 4676330952.000000
670000000, 5450969878.000000
680000000, 6310383493.000000
690000000, 6797534395.000000
700000000, 5998074406.000000
710000000, 5028053499.000000
720000000, 5096530413.000000
730000000, 5161045484.000000
740000000, 6543981642.000000
750000000, 6973380553.000000
760000000, 6188034711.000000
770000000, 5604243547.000000
780000000, 8528205683.000000
790000000, 5595582340.000000
800000000, 5643423829.000000
810000000, 5715247650.000000
820000000, 5801968857.000000
830000000, 5872961842.000000
840000000, 5930760397.000000
850000000, 6017686606.000000
860000000, 6069809508.000000
870000000, 6146438114.000000
880000000, 6233923553.000000
890000000, 6303487461.000000
900000000, 9416952451.000000
910000000, 6440576379.000000
920000000, 6504142706.000000
930000000, 6549800817.000000
940000000, 6629393314.000000
950000000, 6733885455.000000
960000000, 6943993504.000000
970000000, 6862040644.000000
980000000, 11620527672.000000
990000000, 7776651299.000000
1000000000, 17669935483.000000
40000000, 283980226.000000
41000000, 286830389.000000
42000000, 293834533.000000
43000000, 301071399.000000
44000000, 307709407.000000
45000000, 314691044.000000
46000000, 321932549.000000
47000000, 328832627.000000
48000000, 335525470.000000
49000000, 342755656.000000
50000000, 349462067.000000
51000000, 356520668.000000
52000000, 363523318.000000
53000000, 370635425.000000
54000000, 377373996.000000
55000000, 384832719.000000
56000000, 391745247.000000
57000000, 398712138.000000
58000000, 405974353.000000
59000000, 412576869.000000
60000000, 419954343.000000
10000000, 69977751.000000
11000000, 77047074.000000
12000000, 83970177.000000
13000000, 91275088.000000
14000000, 97817892.000000
15000000, 105015700.000000
16000000, 112193929.000000
17000000, 119054599.000000
18000000, 126035237.000000
19000000, 132789625.000000
20000000, 140127649.000000
21000000, 147000681.000000
22000000, 153916419.000000
23000000, 160841652.000000
24000000, 167794038.000000
25000000, 174823962.000000
26000000, 181895104.000000
27000000, 189238945.000000
28000000, 195803646.000000
29000000, 202964903.000000
30000000, 209799527.000000
31000000, 216729536.000000
32000000, 223841390.000000
33000000, 230689348.000000
34000000, 237795121.000000
35000000, 244658933.000000
36000000, 252098267.000000
37000000, 258816669.000000
38000000, 265572676.000000
39000000, 272735479.000000
40000000, 279650520.000000
60000000, 419725266.000000
61000000, 426933815.000000
62000000, 433790614.000000
63000000, 441056555.000000
64000000, 447689715.000000
65000000, 454546732.000000
66000000, 461807154.000000
67000000, 468568348.000000
68000000, 476131391.000000
69000000, 482486670.000000
70000000, 489557819.000000
71000000, 496498646.000000
72000000, 503789519.000000
73000000, 510189215.000000
74000000, 517396486.000000
75000000, 524530774.000000
76000000, 531712134.000000
77000000, 538371012.000000
78000000, 545779496.000000
79000000, 558301623.000000
80000000, 567404913.000000
81000000, 567011104.000000
82000000, 573613254.000000
83000000, 581064641.000000
84000000, 587531386.000000
85000000, 594520891.000000
86000000, 601789876.000000
87000000, 614022231.000000
88000000, 615686991.000000
89000000, 622891540.000000
90000000, 629405193.000000
91000000, 636090118.000000
92000000, 643482078.000000
93000000, 650681319.000000
94000000, 657361603.000000
95000000, 664251947.000000
96000000, 672004631.000000
97000000, 678437119.000000
98000000, 685989699.000000
99000000, 692641388.000000
100000000, 699284671.000000
